Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
01-Jun-1961,1961.0,Provoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Rossun, Manus","Fishing, speared shark upset canoe & man fell in water",Male,19.0,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N,,2.7 m [9']shark
21-May-1961,1961.0,Unprovoked,USA,California,"Tomales Point, Marin County",Free diving for abalone,Male,20.0,"No injury, wetsuit bitten",N,08h00 / 09h30,White shark
17-May-1961,1961.0,Unprovoked,NEW BRITAIN,East New Britain Province,Kokopo,Collecting dynamited fish,Male,,Thumb & 2 fingers severed,N,,
15-May-1961,1961.0,Unprovoked,USA,Florida,"Laguna Beach, Bay County",Walking in chest-deep water,Male,52.0,Middle finger of left hand & right forearm lacerated,N,11h30,"Hammerhead shark, 500-llb "
07-May-1961,1961.0,Provoked,AUSTRALIA,Western Australia,"Quinns Rocks, south of Yanchep",Spearfishing,Male,,"No injury, speared shark hit speargun PROVOKED INCIDENT",N,,
30-Apr-1961,1961.0,Invalid,USA,Florida,Palm Beach County,Splashing ,Male,10.0,Abdomen abraded,,15h00,Shark involvement not confirmed
25-Apr-1961,1961.0,Provoked,AUSTRALIA,New South Wales,"Trial Bay, north of Kempsey",Spearfishing,Male,,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,N,12h00,"Wobbegong shark, 1.4 m [4'6""] "
21-Apr-1961,1961.0,Unprovoked,MOZAMBIQUE,Gaza,"Sepulveda Beach, Xai Xai",Swimming,Male,37.0,"Multiple injuries to both hands, left leg & foot",N,10h00,Zambesi shark
17-Apr-1961,1961.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth Oceanarium,Diving,Male,,Shark bit swimfin after diver kicked shark PROVOKED INCIDENT,N,,"2 m  ""yellow belly"" captive shark. Shark destroyed by aquarium staff next day"
16-Apr-1961,1961.0,Unprovoked,USA,Florida,"Fowey Rock Light, Miami",Spearfishing,Male,22.0,Thigh bitten,N,,"Tiger shark, 3 m [10']"
16-Apr-1961,1961.0,Provoked,AUSTRALIA,New South Wales,Otford,Spearfishing,Male,21.0,Speared shark bit his foot  PROVOKED INCIDENT,N,,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley"
14-Apr-1961,1961.0,Unprovoked,AUSTRALIA,New South Wales,10 miles off Nambucca Heads  onboard trawler,"Checking fish traps, fell into the water",Male,40.0,Tiny cuts & bruises on neck  ,N,Night," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
09-Apr-1961,1961.0,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,"Swimming, using bundles of sticks as raft",Male,38.0,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,11h00,Zambesi shark
08-Apr-1961,1961.0,Sea Disaster,PERSIAN GULF,United Arab Emirates,Dubai,Cargo ship Dara sank after collision with another ship during a severe storm,,,Some of the survivors said to have been bitten by sharks,Y,,
03-Apr-1961,1961.0,Unprovoked,AUSTRALIA,Victoria,Flinders Island,Spearfishing,Male,24.0,"No injury, right sleeve of wetsuit ripped, weight on belt gashed",N,,"Grey nurse shark, 2,7 m [9'], 200-lb "
Apr-1961,1961.0,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Spearfishing,Male,,Speared shark bit his arm & seat of pants of diving suit  PROVOKED INCIDENT,N,,"Wobbegong shark, 1.4 m [4.6'] "
30-Mar-1961,1961.0,Unprovoked,AUSTRALIA,South Australia,Glenelg Breakwater,Spearfishing,Male,24.0,"Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him",N,,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery"
18-Mar-1961,1961.0,Unprovoked,AUSTRALIA,Victoria,Lady Beach at Warrnambool,Swimming,Male,24.0,"Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface",N,Late afternoon,3 m [10'] shark
14-Mar-1961,1961.0,Provoked,AUSTRALIA,Western Australia,Shark Bay,Fishing from dinghy,Female,,Hooked shark hauled on board bit her foot PROVOKED INCIDENT,N,,
12-Mar-1961,1961.0,Unprovoked,AUSTRALIA,South Australia,Aldinga Beach,Spearfishing,Male,21.0,Left leg bitten  & left forearm lacerated,N,14h30,"White shark, 3.7 m [12'] "
09-Mar-1961,1961.0,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",Free diving,Male,33.0,Right elbow bitten,N,15h30,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart"
07-Mar-1961,1961.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,Fishing,Male,44.0,Landed shark in boat bit his left leg  PROVOKED INCIDENT,N,,"Zambesi shark, 4'9"""
Mar-1961,1961.0,Unprovoked,FIJI,"19S, 178?E","Wotua Beach, 70 miles from Suva",Floating on back,Male,,Right forearm bitten,N,11h00,
17-Feb-1961,1961.0,Provoked,USA,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",Cleaning a tank,Male,30.0,Thumb lacerated by captive shark PROVOKED INCIDENT,N,,
17-Feb-1961,1961.0,Unprovoked,AUSTRALIA,Victoria,Mount Martha Beach,Standing,Female,,"Ankle bitten by small gummy shark, minor injury",N,18h00,"2' ""banjo shark"""
16-Feb-1961,1961.0,Unprovoked,JAMAICA,,,,Male,,FATAL,Y,,
12-Feb-1961,1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Sea Point,"Spearfishing, shark grabbed his white t-shirt and towed him ",Male,27.0,Torso bruised & abraded ,N,Late afternoon,1.5 m [5'] shark
01-Feb-1961,1961.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,Male,14.0,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,14h50,"2.1 m [7'], 90-kg shark"
01-Feb-1961,1961.0,Unprovoked,AUSTRALIA,Western Australia,Carnac Island,Collecting crayfish,Male,,No injury,N,,"Grey nurse shark, 2.7 m [9'] "
Feb-1961,1961.0,Invalid,USA,California,"Topanga Canyon Beach, Santa Monica Bay",,Male,,Considered a doubtful incident,,,Questionable incident
25-Jan-1961,1961.0,Boat,SOUTH AFRICA,Western Cape Province,Frikkies Bay,Fishing for kob,,,"No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat",N,,4.6 m [15'] shark
22-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,Male,15.0,Left thigh bitten ,N,14h20,White shark
15-Jan-1961,1961.0,Provoked,AUSTRALIA,New South Wales,Cook Island,Collecting aquarium specimens,Male,27.0,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,N,Morning,"Wobbegong shark, 1.5 m [5'] "
06-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Standing,Male,13.0,"Right foot, leg and hand bitten",N,19h35,"White shark, based on bite pattern"
06-Jan-1961,1961.0,Sea Disaster,ATLANTIC OCEAN,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",Pacific Seafarer of US Navy,,,"3 were lost, 3 survived",Y,,
06-Jan-1961,1961.0,Provoked,AUSTRALIA,Northern Territory,"Stokes Hill Wharf, Darwin",Fishing,Male,,Finger bitten by hooked shark PROVOKED INCIDENT,N,,"Hammerhead shark, 1.8 m [6'] "
05-Jan-1961,1961.0,Unprovoked,MOZAMBIQUE,Limpopo River,190 km to 240 km from the sea,Swimming,Male,,Leg bitten ,N,16h00,Six Zambesi sharks seen to 1.5 m [5'] in length
03-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Strandfontein,Standing,Male,,"Lower left leg bitten, abrasions on back of right leg",N,15h30,
03-Jan-1961,1961.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,,,,Human remains (patella & remnants of black swim suit) found in 147-kg raggedtooth shark,,,Shark involvement prior to death was not confirmed
Reported 02-Jan-1961,1961.0,Boat,AUSTRALIA,Tasmania,Off Tasman Island,Ocean racing,,,"No injury to occupants, shark struck boat",N,,
1961,1961.0,Boat,AUSTRALIA,New South Wales,South coast,Fishing for mackerel,,,"No injury to occupant, shark took hooked fish then bit stern of boat",N,,
01-Jan-1961,1961.0,Unprovoked,COLUMBIA,Roncador Bank,"Roncador Bank, 135 nm north of San Andres ",Taking boat from California to Florida when it ran aground & he was swimming back to boat,Male,,Leg bitten,N,,1.8 m [6'] shark
1961,1961.0,Unprovoked,NEW CALEDONIA,,,Spearfishing,,,Arm injured,N,,
1961,1961.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Thiaroye Guedi,Free diving for molluscs,Male,20.0,FATAL,Y,,> 3 m shark
1961,1961.0,Sea Disaster,USA,Hawaii,Maui,Light aircraft ditched at sea,,,3 of the 4 passengers killed by sharks,Y,,
27-Dec-1960,1960.0,Unprovoked,USA,Hawaii,"Maile Point, O'ahu",Swept out to sea while net fishing,Male,,"FATAL  Shark seen attacking Riley, body recovered off Nanakuli",Y,,
27-Dec-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",,Female,27.0,"Shark brushed past, minor injuries if any", N,,3 m [10'] shark
24-Dec-1960,1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,Male,25.0,"FATAL, legs severed ",Y,16h30,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark"
20-Dec-1960,1960.0,Unprovoked,AUSTRALIA,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River","Fishing, when line became snagged on rock & he dived into water to free it ",Male,33.0,Left thigh lacerated, N,09h00,"Grey nurse shark, 1m "
01-Dec-1960,1960.0,Unprovoked,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",Fishing,Male,,Bitten & survived,N,,"Bull shark, 1m "
27-Nov-1960,1960.0,Unprovoked,AUSTRALIA,Queensland,"Blacks Beach, 9 miles north of Mackay",Swimming,Male,41.0,Right shoulder lacerated, N,14h45,3' shark
22-Nov-1960,1960.0,Invalid,USA,Florida,"Hutchinson Island Beach, Martin County","Fell overboard, prop slashed arm",Female,51.0,"FATAL, probable drowning & post mortem scavenging",,,Shark involvement prior to death was not confirmed
11-Nov-1960,1960.0,Provoked,AUSTRALIA,Queensland,"Scotts Point, Redcliffe Peninsula",Chasing shark out of bathing area while riding on a surf-ski,Male,17.0,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT", N,15h00,
06-Nov-1960,1960.0,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",Male,24.0,Scratches on right upper arm, N,,"Wobbegong shark, 1.8 m [6'] "
Nov-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,"5 km from Gordons Bay, False Bay",Hand lining for shad,,,"No injury to occupants, shark bit 45 cm hole in hull",N,,White shark (tooth fragments recovered from hull of boat)
Nov-1960,1960.0,Provoked,NEW GUINEA,Western District,Toro Passage,,Male,,Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT, N,,"1.4 m [4'6""] blacktip shark"
Nov-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Abau Subdistrict,Fishing,Male,,"FATAL, severely bitten genitals & thighs ",Y,,
25-Oct-1960,1960.0,Sea Disaster,USA,California,"Off Point Mugu, Ventura County",Ejected from F3H-2 aircraft ,Male,36.0,"No injury, shark hit his foot & circled",N,14h00,
24-Oct-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",Fishing for rock lobsters,,,"No injury to occupants, shark rammed & bit  boat",N,,"White shark, 3.7 m to 4.6 m [12' to 15'] "
01-Oct-1960,1960.0,Invalid,AUSTRALIA,New South Wales,North Head,Fishing,Male,24.0,"Swept off rocks & presumed to have drowned, shark seen in area",,,Shark involvement not confirmed
Oct-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,New Britain,"East Nakanai, Talasea",Collecting shells,Male,26.0,Injuries to leg & foot, N,,
Oct-1960,1960.0,Sea Disaster,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,Male,,"Sharks attacked sailors in the water, several survivors picked up",Y,,
Oct-1960,1960.0,Invalid,USA,Florida,Haulover Inlet,Diving,Male,,"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface",,,Questionable incident
Oct-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,,,"Shark rammed boat, breaching its hull",N,,"White shark, 18 mm tooth fragment  recovered from the hull"
Oct-1960,1960.0,Invalid,JOHNSTON ISLAND,,,"Free diving / photography, kneeling on sand",Male,37.0,"No injury, shark made threat display",,12h00 to 14h00,Invalid
24-Sep-1960,1960.0,Provoked,USA,South Carolina,"Atlantic Beach, Horry County",Fishing inside net,Male,,"Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT",N,,"2.4 m [8'], 600-lb shark"
22-Sep-1960,1960.0,Sea Disaster,PACIFIC OCEAN,180 miles southeast of Okinawa,,R5D aircraft went down with 29 on board,Male,,One body sighted but not recovered due to shark activity,N,,
18-Sep-1960,1960.0,Boat,AUSTRALIA,Western Australia,Frenchman Bay,,,,"No injury to occupants, toothmarks on bottom & side of dinghy",N,,3.7 m [12'] shark
02-Sep-1960,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Lagoon along Sand Island,Free diving / Spearfishing,Male,,"No injury, shark made a threat display",,12h00,Invalid
01-Sep-1960,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,Free diving / Spearfishing,Male,,"No injury, shark made a threat display",,12h00,Invalid
30-Aug-1960,1960.0,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Swimming 3 miles offshore,Male,25.0,Right leg severely lacerated,N,17h15,
29-Aug-1960,1960.0,Sea Disaster,SENEGAL,Cap-Vert Peninsula,off Dakar,Air disaster: crash of Air France Super Constellation ,,,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Y,,
25-Aug-1960,1960.0,Invalid,USA,Texas,30 miles east of Corpus Christi,Aircraft crashed into sea,Male,,"Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum",,,Shark involvement prior to death was not confirmed
24-Aug-1960,1960.0,Unprovoked,USA,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",Free diving,Male,38.0,Superficial laceration of left arm,N,13h35,
Reported 22-Aug-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,,Free-diving,Male,,Lost left arm,N,,
22-Aug-1960,1960.0,Unprovoked,USA,New Jersey,"Seaside Park, Ocean County",,Male,14.0,Knee ripped to bone,N,,
21-Aug-1960,1960.0,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Standing in knee-deep water,Male,24.0,"Lower right leg bitten, surgically amputated 10 days later",N,16h00,
14-Aug-1960,1960.0,Invalid,MOZAMBIQUE,Delagoa Bay,Bella Vista,boat with 46 people on board capsized,,,1  survivor,,,Shark involvement not confirmed
10-Aug-1960,1960.0,Provoked,USA,Florida,Key Largo Sound,Holding shark on leader & dangling it above the water,Male,15.0,Right hand bitten by hooked shark PROVOKED INCIDENT,N,20h00,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer"
04-Aug-1960,1960.0,Provoked,ENGLAND,In the English Channel ,Off the south Devon coast,Helping angler land a shark,Male,25.0,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,,80-lb hooked shark
04-Aug-1960,1960.0,Unprovoked,USA,Delaware,"Mispillion Light, Delaware Bay","Fishing, Struck by another shark when removing shark from line",Male,46.0,Hand lacerated,N,,2.4 m [8'] shark
Aug-1960,1960.0,Unprovoked,USA,South Carolina,Parris Island,Swimming from camp,Male,,FATAL,Y,,
27-Jul-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Taupota, Samarai ",Spearfishing,Male,25.0,"Arm severed, torso severely  lacerated",N,P.M.,
05-Jul-1960,1960.0,Unprovoked,USA,Mississippi,Mississippi City,Pulling raft out to ride to shore,Male,17.0,Leg bitten,N,,
03-Jul-1960,1960.0,Provoked,USA,Virginia,Hog Island,"Fishing, tossing netted shark onboard",Male,41.0,Right arm bitten  PROVOKED INCIDENT,N,12h00,"""sand shark"""
02-Jul-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,"Bimat, Bogia",Fishing,Male,,Right buttock slashed,N,,
29-Jun-1960,1960.0,Provoked,USA,South Carolina,"Little River Beach, Horry County",Surf fishing,Male,,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,14h00,7' shark
27-Jun-1960,1960.0,Provoked,NEW ZEALAND,Cook Strait,Tory Channel,Shark fishing,,,Harpooned shark bit boat PROVOKED INCIDENT,N,,"White shark, 15'2"" "
27-Jun-1960,1960.0,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",Fishing,Male,18.0,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,,"""A small shark"""
24-Jun-1960,1960.0,Unprovoked,USA,Florida,"2 miles east of Dania Beach, Broward County",Scuba diving,Male,39.0,"No injury, shark harrassed diver & attempted to bite his swimfins",N,11h00,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth"
07-Jun-1960,1960.0,Invalid,USA,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",Male,,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",,,Shark involvement prior to death was not confirmed
05-Jun-1960,1960.0,Unprovoked,PHILIPPINES,Corregidor Island,,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",Male,58.0,"FATAL, body not recovered",Y,Morning,
04-Jun-1960,1960.0,Unprovoked,USA,Georgia,"North picnic area, Jekyll Island, Glynn County",Swimming,Male,24.0,Lower left leg & foot bitten,N,15h45,
29-May-1960,1960.0,Unprovoked,PANAMA,San Blas Islands,Off Diable Island,"Spearfishing, free diving, possibly ascended into path of cruising shark",Male,27.0,Face lacerated,N,08h30,
24-May-1960,1960.0,Unprovoked,BERMUDA,Paget,Elbow Beach /  Coral Beach,Free diving but treading water at surface,Male,25.0,Foot bitten,N,15h00,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered"
19-May-1960,1960.0,Unprovoked,USA,California,"Aptos, Santa Cruz County",Swimming ,Female,16.0,"Left leg bitten, surgically amputated below the knee",N,13h00,"White shark, 4 m to 5 m [13' to 16.5'] "
16-May-1960,1960.0,Provoked,USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",,,,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",N,,"Lemon shark, 1.8 m [6'] male, N. breviostris, identified by W.A. Stark II, later the same day a 6'8"" pregnant female lemon shark bit the bow of the boat"
01-May-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,,,,FATAL,Y,,
30-Apr-1960,1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Treading water,Male,16.0,Multiple major injuries,N,15h35,"White shark, 2.1 m [7']  based on tooth pattern"
24-Apr-1960,1960.0,Unprovoked,USA,California,"Tomales Point, Marin County",Skindiving for abalone (but at surface),Male,48.0,Foot & swim fin bitten ,N,14h00,"White shark, 4.9 m [16'] "
22-Apr-1960,1960.0,Provoked,AUSTRALIA,Western Australia,Rottnest Island,"Fishing, hauling in a set line",Male,,4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,N,,"Bronze whaler shark, 3 m [10'], 200-lb"
Reported 20-Apr-1960,1960.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,Male,,Gaffed shark bit his ankle PROVOKED INCIDENT,N,,"Raggedtooth shark, 100-lb "
14-Apr-1960,1960.0,Invalid,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,Male,,"No injury, 5 sharks bumped raft",,09h00 - 09h30,Questionable incident
12-Apr-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",Surfing,Male,17.0,Right arm & side bruised,N,Late afternoon,"White shark, 3.7 m [12'] "
10-Apr-1960,1960.0,Provoked,AUSTRALIA,Western Australia,Off Rottnest Island,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",Male,,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",N,,"Sandtiger shark, 2.1 m [7'] "
03-Apr-1960,1960.0,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Spearfishing,Male,,Minor cuts & bruises on face & neck,N,,1.5 m [5'] shark
03-Apr-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",Male,,Minor injuries to hand,N,12h00,"Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description"
01-Apr-1960,1960.0,Provoked,AUSTRALIA,South Australia,Hog Bay,Shark fishing,,,Hooked shark bit stern  PROVOKED INCIDENT,N,,White shark
Apr-1960,1960.0,Unprovoked,FIJI,Vanua Levu,Off the Bua coast,Fishing in shoulder-deep water,Female,,"FATAL, legs bitten ",Y,,
Apr-1960,1960.0,Provoked,PHILIPPINES,Luzon Island,Bataan,"Fishing, hooked shark towed boat out to sea, storm swamped boat",Male,,"FATAL, due to drowning PROVOKED INCIDENT",Y,,
Apr-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Fishing,,,Shark rammed boat & bit transom,N,,White shark (tooth fragments recovered)
31-Mar-1960,1960.0,Unprovoked,USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Treading water,Male,42.0,"Ankle bitten, hand injured while striking shark",N,12h00,"1.2 m [4'], possibly  larger shark"
28-Mar-1960,1960.0,Unprovoked,GUAM,,,"Spearfishing, carrying fish on belt",Male,44.0,Thigh bitten,N,12h00,1.2 m [4'] shark
29-Feb-1960,1960.0,Unprovoked,AUSTRALIA,Tasmania,Ralph Bay,"Wading, fishing for flounder",Male,,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night,Two 2.1 m [7'] sharks
27-Feb-1960,1960.0,Unprovoked,NEW ZEALAND,North Island,"Mangawhai, near Wellsford",Spearfishing,Male,22.0,"No injury, leg bumped by shark's tail",N,,"Bronze whaler shark,4 m [13'] "
27-Feb-1960,1960.0,Invalid,USA,Hawaii,"Between Keawakapu & Makena, Maui",Spearfishing,Male,36.0,Left forearm lacerated,,08h00,"According to Benjamin, the injury was inflicted by a barracuda, not a shark"
24-Feb-1960,1960.0,Provoked,SENEGAL,Casamance,Ziguinchor,Fishing,Male,,Calf bitten by shark caught in net PROVOKED INCIDENT,N,,
19-Feb-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",Spearfishing,Male,26.0,"FATAL, legs bitten ",Y,,"Tiger shark, 3.4 m [11'] captured"
10-Feb-1960,1960.0,Provoked,AUSTRALIA,New South Wales,Near Bondi Beach,Shark fishing,,,No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT,N,,"Tiger shark, 14' "
07-Feb-1960,1960.0,Provoked,AUSTRALIA,New South Wales,Wattamolla National Park,Spearfishing,Male,20.0,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,,"Grey nurse shark, 2.9 m [9'6""] "
03-Feb-1960,1960.0,Invalid,USA,Hawaii,Maui,S2F-1 airplane crashed immediately after carrier take-off,,,"Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. ",,02h00,Shark involvement prior to deaths was not confirmed
30-Jan-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",,Male,,"Lower left leg bitten, surgically amputated",N,,"3.5 m [11'6""] shark captured"
26-Jan-1960,1960.0,Sea Disaster,,"Between Timor & Darwin, Australia",,Portuguese Airliner with 9 people aboard went down. ,,,"As searchers approached wreckage, sharks circled one canoe & seized oar from another.",N,,
21-Jan-1960,1960.0,Boat,AUSTRALIA,South Australia,Millicent,,,,"No injury to occupants, shark lifted boat",N,,Blue pointer
16-Jan-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Free diving,Male,13.0,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,15h30,Bull shark
13-Jan-1960,1960.0,Provoked,AUSTRALIA,Western Australia,Geraldton,"Fishing, lifting shark out of craypot",Male,,Upper leg bitten PROVOKED INCIDENT,N,P.M.,Wobbegong shark
07-Jan-1960,1960.0,Boat,AUSTRALIA,Tasmania,Eaglehawk Neck,Setting crayfish pots,,,"No injury to occupant, shark rammed boat",N,09h00,4.9 m [16'] shark
01-Jan-1960,1960.0,Provoked,SOUTH AFRICA,Western Cape Province,Muizenberg,"Standing, watching seine netters",Female,,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,N,,
1960,1960.0,Unprovoked,NICARAGUA ,Pacific coast,San Jan del Sur,Bathing,Male,,Survived,N,Morning,3.7 m to 4.6 m [12' to 15'] shark
1960,1960.0,Unprovoked,GRENADA,St. Georges ,Black Point Bay,Spearfishing,Male,9.0,Toe bitten,N,,
Early summer 1960,1960.0,Invalid,CARIBBEAN SEA,,"Between Key West, Florida & Guantanamo Bay, Cuba",Aircraft crashed into sea,Male,,"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,",,,Shark involvement prior to death was not confirmed
Late 1960s,1960.0,Unprovoked,SRI LANKA,Eastern  Province,Pigeon Island,Spearfishing,Male,,No injury,N,,Blacktail reef shark
1960s,1960.0,Unprovoked,SRI LANKA,Eastern  Province,"Manayaweli Cove, Trincomalee",Collecting ornamental fish,Male,,"No injury, beat off shark with his collecting net",N,,Blacktip reef shark
1960-1961,1960.0,Unprovoked,FIJI,Northwest of Viti Levu,"Covull Reef, near Lautoka",Spearfishing,Male,,"Right arm abraded, circular piece of tissue removed from left calf",N,,
1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,,"Spear fishing, removing fish from spear",Male,16.0,"FATAL, foot severed, hip bitten",Y,,
1960,1960.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"West Nakanai,  Talasea",Fishing,Male,20.0,Slight lacerations to leg,N,,
Ca. 1960,1960.0,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,Female,5.0,FATAL,Y,,
Ca. 1960,1960.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Wading,Female,,"Heel lacerated, hand lacerated & abraded",N,11h00,2.1 m [7'] shark
29-Dec-1959,1959.0,Boat,AUSTRALIA,Queensland,Scotts Point Beach ,Paddling,,,No injury to occupants,N,Afternoon,3.7 m [12'] tiger shark
