Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
Reported 08-Apr-2008,2008.0,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,,,Foot bitten,N,,
08-Apr-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,Male,16.0,FATAL,Y,08h05,Bull shark
03-Apr-2008,2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,Male,18.0,Right foot & ankle bitten,N,12h00,
28-Mar-2008,2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,Male,39.0,Right leg bitten,N,,
28-Mar-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,Male,52.0,Foot bitten,N,18h50,4' to 5' shark
28-Mar-2008,2008.0,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,Male,,Right foot bitten,N,,a small shark
23-Mar-2008,2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,Male,13.0,Three small lacerations/ punctures to right foot,N,11h30,2.5' shark
21-Mar-2008,2008.0,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,Male,14.0,Two 3-inch lacerations to right ankle,N,15h53,
15-Mar-2008,2008.0,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,Male,8.0,Minor injury,N,Afternoon,Shark involvement not confirmed
07-Mar-2008,2008.0,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,Male,27.0,"No injury to surfer, surfboard bitten by the shark",N,08h00,White shark
24-Feb-2008,2008.0,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,Male,49.0,"Leg bitten, FATAL",Y,10h00,"A bull shark, according to some of the divers on the boat"
Reported 21-Feb-2008,2008.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Spearfishing,Male,26.0,Lacerations to face,N,,
15-Feb-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Male,25.0,Lacerations to foot,N,17h00,
07-Feb-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,Female,14.0,Abrasions to elbow; collided with shark,N,,1 m shark
06-Feb-2008,2008.0,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,Male,,Lacerations to foot,N,,3' shark
2008.01.30,2008.0,Provoked,JAPAN,Tokyo Bay,,Diving,Male,,"No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt",,,"Goblin shark, 4.2'"
29-Jan-2008,2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,Male,42.0,"No injury to surf-skiier, shark holed ski",N,,"Blacktip shark, 2m"
27-Jan-2008,2008.0,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta  ,Accidentally stood on hooked shark's tail before attempting to gut it ,Male,20.0,Laceration to left knee PROVOKED INCIDENT,N,07h30,"Mako shark, 90kg"
Reported 19-Jan-2008,2008.0,Invalid,NEW ZEALAND,South Island,Marfells Beach,Wading,Male,,"Stingray envenomation, not a shark",,,No shark involvement
14-Jan-2008,2008.0,Boat,NEW ZEALAND,North Island,Omaha Beach,Attempting to chase shark out to sea,,,"No injury to occupants, pontoon punctured",N,14h00,"Bronze whaler shark, 4m"
10-Jan-2008,2008.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Male,20.0,Left foot bitten,N,,a small shark
Fall 2008,2008.0,Provoked,USA,Florida,"Off Fort Pierce, St. Lucie County",Fishing for snapper,Male,,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N,,"Nurse shark, 10'"
Summer-2008,2008.0,Unprovoked,MEXICO,Baja California,Playas de Tijuana,Surfing,Male,26.0,Leg bitten,N,,Possibly a hammerhead shark
21-Dec-2007,2007.0,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,Male,24.0,Lacerations & puncture wounds  to left thigh,N,,3 m shark
19-Dec-2007,2007.0,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,,Scuba diving,Male,53.0,Shark bites were post-mortem,,,Invalid
18-Dec-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,Surfing,Male,31.0,Severe lacerations to right buttock,N,11h00,2 m shark
15-Dec-2007,2007.0,Unprovoked,AUSTRALIA,Queensland,South Stradbroke Island,Swimming,Male,,Lacerations to hand,N,,"""a small shark"""
14-Dec-2007,2007.0,Invalid,AUSTRALIA,New South Wales,Bondi ,Swimming,Male,34.0,Lacerations to left forearm,,20h30,Not a shark attack; it was a hoax
10-Dec-2007,2007.0,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",Surfing,Male,52.0,"No injury, shark bit surfboard ",N,"""Just before 11h00""",Tiger shark
09-Dec-2007,2007.0,Unprovoked,NEW ZEALAND,South Island,Kaikoura,Surfing,Female,,"No injury, shark bit surfboard & severed leash",N,,
07-Dec-2007,2007.0,Unprovoked,BRAZIL,Pernambuco,Itamaracá,Removing fish from a trap,Male,28.0,20 cm injury to left foot,N,,2.27 m shark
18-Nov-2007,2007.0,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Fishing,Male,32.0,Minor injury to finger by netted shark PROVOKED INCIDENT,N,,reef shark
08-Nov-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,Male,,"No injury, teethmarks in board & torn wetsuit",N,14h20,
07-Nov-2007,2007.0,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,Male,14.0,Lacerations to feet,N,17h30,1.5 to 2 m shark
06-Nov-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,21.0,Cut to right knee,N,11h115,4' to 5' shark
04-Nov-2007,2007.0,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,Male,42.0,Lacerations to right leg,N,09h00,5' shark
03-Nov-2007,2007.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,Male,37.0,Lacerations to thigh,N,08h45,"White shark, 3m to 4m"
November 2011,2007.0,Invalid,MEXICO,Baja California,Guadalupe Island,Shark diving,Male,,White shark breached cage. No injury to occupants,,,Invalid
29-Oct-2007,2007.0,Unprovoked,USA,Hawaii,"Wailea, Maui",Floating,Male,32.0,Lacerations to left lower leg,N,15h30,Tiger shark
15-Oct-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,Female,52.0,small laceration to wrist,N,11h30,"White shark, 2.5m "
13-Oct-2007,2007.0,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Spearfishing,Male,31.0,Laceration to calf,N,12h00,Bronze whaler shark
07-Oct-2007,2007.0,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,Male,22.0,4 scratches on left hand,N,20h30,3' to 4' shark
06-Oct-2007,2007.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Male,16.0,Severe lacerations to right hand,N,08h10,"Blacktip shark, 5'"
30-Sep-2007,2007.0,Unprovoked,USA,California,"Santa Monica, Los Angeles County",Surfing,Male,,Puncture wound to foot,N,11h30,
30-Sep-2007,2007.0,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",Male,,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,14h40,
30-Sep-2007,2007.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,Female,23.0,FATAL,Y,Early morning,Tiger shark
28-Sep-2007,2007.0,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,Spearfishing,Female,48.0,Thigh bitten,N,12h00,Caribbean reef shark
27-Sep-2007,2007.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,Female,,"No injury to surfer, surfboard bitten",N,08h15,White shark
27-Sep-2007,2007.0,Unprovoked,EGYPT,Red Sea,Daedalus Reef ,Swimming,Female,,"Severe lacerations to lower left leg, ankle and foot",N,07h00,Oceanic whitetip sharks were in the vicinity
22-Sep-2007,2007.0,Invalid,USA,Florida,Jupiter Inlet,Scuba diving,Female,,Shark involvement prior to death unconfirmed,,,Shark involvement prior to death was not confirmed
22-Sep-2007,2007.0,Unprovoked,USA,Florida,Huguenot Park,Surfing,Female,,Laceration to foot,N,,4' shark
20-Sep-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,23.0,Small lacerations to bottom of right big toe,N,18h20,3' shark
17-Sep-2007,2007.0,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,Spearfishing,Male,,Left thigh bitten,N,Dusk,Gray reef shark
16-Sep-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading?,Male,56.0,Laceration to right heel,N,11h15,
16-Sep-2007,2007.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,Female,,"No injury, surfboard bitten",N,Early morning,9.5' shark?
13-Sep-2007,2007.0,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,Male,14.0,"Minor injury, shark latched onto his abdomen",N,16h00,"Nurse shark, 2' to 3' "
08-Sep-2007,2007.0,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Wading,Female,58.0,Puncture wounds & 2-inch laceration to calf,N,11h45,
05-Sep-2007,2007.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,Female,36.0,Laceration to right big toe,N,13h42,
04-Sep-2007,2007.0,Unprovoked,USA,South Carolina,Sullivan's Island,Standing,Male,15.0,Lacerations to left calf and both feet ,N,18h30,
03-Sep-2007,2007.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Jumping,Female,12.0,Tiny punctures to arm,N,Morning,"18"" to 24"" shark"
03-Sep-2007,2007.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,Male,58.0,"3"" laceration to left forearm",N,09h45,Possibly a spinner shark
28-Aug-2007,2007.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Body boarding,Male,15.0,Laceration to right heel,N,16h30,"Tiger shark, 10' to 12' "
28-Aug-2007,2007.0,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,Male,24.0,Lacerations to thigh & torso,N,10h45,"White shark, 12'"
26-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,54.0,Left hand  bitten,N,14h00,3' shark
25-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,27.0, 6 lacerations to left hand,N,Morning,3' shark
22-Aug-2007,2007.0,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,Diving,Male,,Minor injury from captive shark PROVOKED INCIDENT,N,,Sand shark
20-Aug-2007,2007.0,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,Male,,Forearm bitten by hooked shark PROVOKED INCIDENT,N,19h45,Sandtiger shark
19-Aug-2007,2007.0,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,Male,52.0,Torso bitten,N,20h15,
19-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,16.0,Foot bitten,N,12h39,4' to 5' shark
19-Aug-2007,2007.0,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,Male,7.0,Right calf bitten,N,10h00,
15-Aug-2007,2007.0,Unprovoked,USA,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,Male,20.0,Puncture wounds to torso,N,Night,Possibly a 6' bull shark
12-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,Female,15.0,"Minor injury, small lacerations to right foot",N,17h35, 
11-Aug-2007,2007.0,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,Male,19.0,"Minor injury, lacerations to left ankle & foot ",N,18h00,
09-Aug-2007,2007.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,Male,30.0,Lacerations to right foot,N,16h40,
09-Aug-2007,2007.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Boogie Boarding,Male,9.0,Lacerations to lower leg & ankle,N,14h00,
07-Aug-2007,2007.0,Unprovoked,USA,Florida,"Islamorada, Monroe County",Jumped into the water,Female,19.0,Lacerations to arm,N,Afternoon,Possibly a 10' bull shark
29-Jul-2007,2007.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Male,51.0,Minor injury to shoulder,N,Afternoon,
28-Jul-2007,2007.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",Surfing,Male,20.0,"No injury, shark bit surfboard",N,23h00,
22-Jul-2007,2007.0,Unprovoked,USA,California,"Malibu, Los Angeles County",Surf paddling,Male,,"No injury, surfboard bumped by shark for 20 minutes",N,,"White shark, 12' "
21-Jul-2007,2007.0,Boating,USA,California,"Bean Hollow State Beach, San Mateo County",Kayak Fishing,Male,,"No injury, kayak bitten",N,10h15,White shark
19-Jul-2007.b,2007.0,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",Snorkeling,Male,36.0,Left calf severely bitten,N,15h15, 
19-Jul-2007.a,2007.0,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,Wading,Male,15.0,Calf bitten,N,11h00,"Bronze whaler shark, 1.5 m "
18-Jul-2007,2007.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",Swimming,Male,14.0,Right calf bitten,N,12h30,2' to 3' shark
18-Jul-2007,2007.0,Provoked,NORWAY,Oslo Fjord,Sjøstrand,Scuba diving,Male,48.0,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,,"3' small spotted catshark, Scyliorhinus canicula"
17-Jul-2007,2007.0,Invalid,USA,California,"Faria Beach, Ventura County",Swimming,Female,43.0,Foot injured. Shark involvment uncomfirmed,,11h00,Shark involvement not confirmed
17-Jul-2007,2007.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",Wading,Female,30.0,Lacerations to right thigh & left foot,N,13h00,5' shark
10-Jul-2007,2007.0,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,Spearfishing,Female,48.0,"Lacerations to thumb, ring and pinky fingers of right hand ",N,11h00,"Bull shark, 5' "
05-Jul-2007,2007.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Male,18.0,Right foot bitten,N,16h00,
04-Jul-2007,2007.0,Unprovoked,REUNION,,Boucan Canot,Body boarding,Male,17.0,Minor injuries to thigh & knee ,N,14h30,2 m shark
Jul-2007,2007.0,Invalid,SENEGAL,,,Murder,,,,,,Questionable Incident
30-Jun-2007,2007.0,Provoked,USA,Florida,Marques Island,Removing hook from shark,Male,,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,,"Lemon shark, 6' female "
30-Jun-2007,2007.0,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",Swimming,Female,,Hand bitten,N,10h00,
25-Jun-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,20.0,6 to 8 puncture wounds to right hand,N,17h30,4' shark
24-Jun-2007,2007.0,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,Male,,"No injury, board damaged",N,07h05,Tiger shark
17-Jun-2007,2007.0,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,Female,9.0,Superficial injuries to upper leg may have been caused by surfboard fin,,16h30,Shark involvement not confirmed
12-Jun-2007,2007.0,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,Female,,Right foot bitten,N,11h00,3' to 4' shark
05-Jun-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Surfing,Male,,Lacerations to leg & ankle,N,Sunset,
26-May-2007,2007.0,Unprovoked,USA,South Carolina,Garden City,Wading,Female,,Lacerations to lower leg,N,17h00,
24-May-2007,2007.0,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",Reviving a sedated shark,Female,40.0,Left shin bitten by captive shark PROVOKED INCIDENT,N,Morning,A 10-year-old 94-pound pregnant blacktip reef shark
Reported 17-May-2007,2007.0,Provoked,ENGLAND,Kent,Folkestone,Fishing,Male,38.0,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,Afternoon,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length"
16-May-2007,2007.0,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Wading,Female,38.0,Left heel & calf bitten,N,14h30,2.5 m shark
12-May-2007,2007.0,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,Male,19.0,"No injury, shark's fin caught his leg",N,17h45,10' shark
10-May-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Female,21.0,Knee bitten,N,16h00,4' to 5' shark
Reported 09-May-2007,2007.0,Unprovoked,SEYCHELLES,Bird Island,,Snorkeling,Male,,No injury,N,,"White shark, 2m "
08-May-2007,2007.0,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,Male,45.0,Shark involvement prior to death unconfirmed,,12h15,Shark involvement prior to death was not confirmed
07-May-2007,2007.0,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Snorkeling,Female,63.0,Right foot bitten,N,08h30,"Tiger shark, 14' "
07-May-2007,2007.0,Unprovoked,USA,Florida,Naples,Swimming,Male,68.0,Circular bite on left thigh,N,08h30,6' to 8' shark
04-May-2007,2007.0,Sea Disaster,TURKS & CAICOS,Providenciales,,Sea Disaster,,,Some of the bodies recovered had been bitten by sharks,Y,  ,
May-2007,2007.0,Provoked,BAHAMAS,Bimini Islands,,Shark tagging,Female,20.0,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,,"Lemon shark, >1 m "
26-Apr-2007,2007.0,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,Female,13.0,Lower leg & foot injured,N,18h00,"""a small shark"""
22-Apr-2007,2007.0,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,Male,12.0,Left foot bitten,N,12h30,blacktip or spinner shark
20-Apr-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,24.0,Lacerations to left index finger & thumb ,N,17h00,3' to 4' shark
Reported      13-Apr-2007,2007.0,Boat,USA,Florida,"Florida Keys, Monroe County",Fishing,,,"No injury to occupants, shark holed the transom-mounted livewell ",N,,"Bull shark, 10' "
09-Apr-2007,2007.0,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,Surfing,Male,26.0,Left foot bitten,N,16h00,Tiger shark
01-Apr-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,Male,7.0,Lacerations & puncture wounds to right calf,N,13h05,
31-Mar-2007,2007.0,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,Male,27.0,Lacerations to right ankle ,N,14h20,3' shark
31-Mar-2007,2007.0,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,Male,9.0,Minor cuts to right buttock & thigh,N,13h20,
22-Mar-2007,2007.0,Unprovoked,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,Murder,,,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,Morning,
21-Mar-2007,2007.0,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,Male,11.0,Punctures & lacerations to right calf & calf,N,Evening,4' to 5' shark
20-Mar-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,Female,42.0,Lacerations to 3 fingers of left hand ,N,10h00,1.5 m shark
Reported 14-Mar-2007,2007.0,Provoked,USA,Florida,Delray Beach,Shark fishing,Male,,Right hand bitten by hooked shark PROVOKED INCIDENT,N,,5' shark
12-Mar-2007,2007.0,Unprovoked,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",Swimming,Female,59.0,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,15h30,2 to 2.5 m shark
11-Mar-2007,2007.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,Male,29.0,Lacerations to right forearm & hand,N,13h00,
Reported 05-Mar-2007,2007.0,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,Spearfishing,Male,16.0,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,,Tiger shark
04-Feb-2007,2007.0,Invalid,COSTA RICA,,,Swimming,Male,36.0,Death due to drowning. Shark bite may have been postmortem,,,Shark involvement prior to death was not confirmed
03-Feb-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Boogie Boarding,Male,26.0,Lacerations to  lower left leg & ankle ,N,08h00,
Feb-2007,2007.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvéa,Spearfishing,Male,,Survived,N,,
25-Jan-2007,2007.0,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen ,Spearfishing (free diving),Male,30.0,Leg bitten,N,14h00,Tiger shark
25-Jan-2007,2007.0,Boat,USA,Florida,100 miles off Ft. Myers Beach,Shrimping,,,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,03h30,14' shark
23-Jan-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,Diving,Male,41.0,Head & torso bitten,N,10h30,"White shark, 3m"
19-Jan-2007,2007.0,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,Male,20.0,Shark involvement prior to death unconfirmed,,,Shark involvement prior to death was not confirmed
14-Jan-2007,2007.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,Male,24.0,"Presumed FATAL, body not recovered",Y,Afternoon,Tiger shark
09-Jan-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Sandbar Beach,Surfing,Male,,"No injury, shark damaged surfboard",N,06h30,2.4 m shark
07-Jan-2007,2007.0,Invalid,USA,New York,"Smith Point, Long Island",Surfing,Male,54.0,No injury,,14h00,"24"" to 30"" shark"
01-Jan-2007,2007.0,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,Male,24.0,"No injury, shark removed piece of surfboard",N,10h15,"6' to 8' shark, possibly a tiger shark"
18-Dec-2006,2006.0,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,Male,25.0,Left leg bitten,N,20h00,2.5 to 3 m shark
11-Dec-2006,2006.0,Unprovoked,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,Male,10.0,Foot bitten,N,11h00,2 to 3 m shark
10-Dec-2006,2006.0,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,Male,43.0,"Minor injuries, surfboard bitten",N,11h50,"White shark, 12' to 15' "
06-Dec-2006,2006.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Fishing,Male,25.0,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,"""Evening""","Raggedtooth shark, 150-kg"
02-Dec-2006,2006.0,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,Male,15.0,"Right leg severed, left leg lacerated",N,07h30,"White shark, 5m "
25-Nov-2006,2006.0,Sea Disaster,PHILIPPINES,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",Sea Disaster,,,15 perished but shark involvement prior to death was not confirmed,Y,14h20,
11-Nov-2006,2006.0,Unprovoked,USA,Hawaii,"Kihei, Maui",Swimming,Male,29.0,Laceration to left thigh & left hand,N,12h30,2 m to 3 m shark
09-Nov-2006,2006.0,Provoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Canoeing,Male,,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,Afternoon,"Bull shark, 1.5m "
31-Oct-2006,2006.0,Unprovoked,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,Male,22.0,"No injury, surfboard bitten",N,Just before sundown,"White shark, 16' "
